source,target,oneway,access,width,length,maxspeed,name,lanes,highway,junction,geometry,tunnel,osmid,bridge,ref,area
35304303,5826977559,False,,,260.137,30,Schrödingerstraße,2,residential,,"LINESTRING (11.5714547 50.8980721, 11.5717568 50.8976862, 11.571821 50.8976064, 11.5719513 50.8974412, 11.5720443 50.8973476, 11.5723607 50.8971715, 11.5726848 50.8970003, 11.5727721 50.8969436, 11.5728475 50.8968888, 11.573065 50.8966678, 11.5732826 50.8964562, 11.5733958 50.8963886, 11.5734889 50.8963463, 11.5737225 50.8962914)",,46620964,,,
35304303,295393593,False,,,285.02,,Hermann-Pistor-Straße,,residential,,"LINESTRING (11.5714547 50.8980721, 11.5716509 50.8981244, 11.5717611 50.8981516, 11.5718783 50.8981783, 11.5719768 50.8982012, 11.5722826 50.8982724, 11.5726012 50.8983512, 11.5727847 50.898403, 11.5728987 50.8984369, 11.5729807 50.898465, 11.5730723 50.8984938, 11.5731435 50.8985113, 11.573178 50.8985193, 11.57287 50.89902, 11.572835 50.8990589, 11.5728002 50.8990964, 11.5726224 50.8992127, 11.5724789 50.8993192, 11.5723135 50.899446, 11.5722592 50.8994949, 11.5722202 50.8995391, 11.5721294 50.8996836, 11.5721131 50.8997123)",,"[847139980, 23793220]",,,
35304309,258939470,False,,,79.32000000000001,30,Im Hahngrunde,,residential,,"LINESTRING (11.5699387 50.9006323, 11.5697592 50.9006775, 11.5695915 50.9007216, 11.5694554 50.9007527, 11.5693983 50.900763, 11.569129 50.9008433, 11.5688913 50.9008999)",,23889658,,,
35304309,35304303,False,,,307.65700000000004,30,Schrödingerstraße,2,residential,,"LINESTRING (11.5699387 50.9006323, 11.5699085 50.9005556, 11.5698977 50.9004749, 11.5698899 50.9003881, 11.5699102 50.9003364, 11.5700757 50.9000206, 11.570191 50.8998485, 11.570322 50.8996542, 11.5705329 50.8993722, 11.5705604 50.899332, 11.5709641 50.8987455, 11.5714547 50.8980721)",,46620964,,,
35304309,2062466220,False,,,67.218,30,Schrödingerstraße,,residential,,"LINESTRING (11.5699387 50.9006323, 11.5700941 50.9008156, 11.570203 50.9009038, 11.5703183 50.9009879, 11.570483 50.9011271)",,195829390,,,
35304319,257159220,False,,,117.129,30,Friedrich-Zucker-Straße,2,residential,,"LINESTRING (11.5716602 50.9006435, 11.5718429 50.9006441, 11.5720667 50.9006675, 11.572192 50.9006943, 11.5722979 50.9007252, 11.5723424 50.9007436, 11.5724243 50.9007911, 11.5725492 50.9008691, 11.572689 50.9009922, 11.5728131 50.9011235, 11.572896 50.9012306)",,5120126,,,
35304319,2062466220,False,,,99.983,30,Friedrich-Zucker-Straße,2,residential,,"LINESTRING (11.5716602 50.9006435, 11.5715404 50.9006583, 11.5714302 50.9006804, 11.57131 50.9007199, 11.5711693 50.9007807, 11.5710415 50.9008455, 11.5705916 50.9010918, 11.570483 50.9011271)",,5120126,,,
35304319,295393593,False,,,109.785,,Hermann-Pistor-Straße,,residential,,"LINESTRING (11.5716602 50.9006435, 11.5716512 50.9006086, 11.5716452 50.9005737, 11.5716419 50.9005058, 11.5716562 50.9004503, 11.571677 50.9003989, 11.5720688 50.8997793, 11.5721131 50.8997123)",,23793220,,,
35304335,263264484,True,,,13.598,50,Keßlerstraße,2,secondary,,,,24301474,,,
35304335,88136541,True,,,378.74,50,Lobedaer Straße,"['2', '1']",secondary,,"LINESTRING (11.5927013 50.8984849, 11.5928214 50.8984854, 11.592982 50.8984868, 11.5934921 50.8984913, 11.5935546 50.8984916, 11.5937445 50.8985001, 11.5940194 50.8985161, 11.5947743 50.8985893, 11.595542 50.8986596, 11.5959387 50.8986725, 11.5964153 50.898661, 11.5972076 50.898626, 11.5975249 50.8986278, 11.59808 50.8986409)",,"[255697930, 35069995, 314839920, 35071353, 898082042]",,,
35304352,88136541,False,,,131.308,50,Lobedaer Straße,2,secondary,,"LINESTRING (11.5998598 50.8982803, 11.5996491 50.8983342, 11.5995345 50.8983654, 11.5992815 50.8984253, 11.5989902 50.8984841, 11.5987293 50.8985327, 11.5985503 50.8985676, 11.5983613 50.8985995, 11.5981828 50.8986286, 11.59808 50.8986409)",,"[172233352, 172233353, 142987375]",yes,,
35304352,35304375,True,,,323.925,50,,1,primary_link,,"LINESTRING (11.5998598 50.8982803, 11.6002324 50.8980666, 11.6003987 50.8979352, 11.6010918 50.8970757, 11.6013427 50.8966598, 11.6015658 50.8962206, 11.6015771 50.8961972, 11.6018243 50.8956881)",,172233366,,,
35304352,35304357,False,,,335.59700000000004,50,Lobedaer Straße,"['2', '3']",secondary,,"LINESTRING (11.5998598 50.8982803, 11.6003399 50.8981408, 11.6006773 50.8980367, 11.6014134 50.8977446, 11.6016313 50.8976474, 11.6018779 50.8975342, 11.6020937 50.8974256, 11.6023015 50.8973139, 11.6025603 50.8971703, 11.6027354 50.8970612, 11.6029449 50.8968988, 11.6030848 50.8967662, 11.6031578 50.8966801, 11.6032309 50.8965794, 11.6032837 50.8964811, 11.6033451 50.8963478)",,"[185438720, 215655718, 184738704, 184738705, 296312848, 674050356]",yes,,
35304357,35304360,False,,,81.58600000000001,50,Lobedaer Straße,2,secondary,,"LINESTRING (11.6033451 50.8963478, 11.6033809 50.8962448, 11.6034046 50.8961333, 11.603414 50.8960029, 11.6034087 50.8958696, 11.6033848 50.8957418, 11.6033463 50.895621)",,10369753,,,
35304357,35304767,True,,,76.87899999999999,50,,1,primary_link,,"LINESTRING (11.6033451 50.8963478, 11.6033128 50.8962184, 11.6032922 50.8961395, 11.6032591 50.8960454, 11.6032245 50.8959788, 11.6031693 50.8959002, 11.6031049 50.895843, 11.6030121 50.8957872, 11.6029132 50.8957421)",,10369759,,,
35304357,35304352,False,,,335.597,50,Lobedaer Straße,"['2', '3']",secondary,,"LINESTRING (11.6033451 50.8963478, 11.6032837 50.8964811, 11.6032309 50.8965794, 11.6031578 50.8966801, 11.6030848 50.8967662, 11.6029449 50.8968988, 11.6027354 50.8970612, 11.6025603 50.8971703, 11.6023015 50.8973139, 11.6020937 50.8974256, 11.6018779 50.8975342, 11.6016313 50.8976474, 11.6014134 50.8977446, 11.6006773 50.8980367, 11.6003399 50.8981408, 11.5998598 50.8982803)",,"[185438720, 215655718, 296312848, 184738705, 184738704, 674050356]",yes,,
35304360,35304357,False,,,81.58599999999998,50,Lobedaer Straße,2,secondary,,"LINESTRING (11.6033463 50.895621, 11.6033848 50.8957418, 11.6034087 50.8958696, 11.603414 50.8960029, 11.6034046 50.8961333, 11.6033809 50.8962448, 11.6033451 50.8963478)",,10369753,,,
35304360,35304767,True,,,36.286,50,,1,primary_link,,"LINESTRING (11.6033463 50.895621, 11.6032707 50.8956956, 11.6031839 50.8957291, 11.6030554 50.8957496, 11.6029132 50.8957421)",,172233362,,,
35304360,301375122,False,,,78.477,50,Lobedaer Straße,2,secondary,,"LINESTRING (11.6033463 50.895621, 11.6032675 50.8954554, 11.603141 50.8952562, 11.6031348 50.8952464, 11.6029246 50.8949687)",,231384605,,,
35304363,301375122,False,,,14.79,50,Lobedaer Straße,2,secondary,,,,296312849,,,
35304363,254180908,False,,,186.30399999999997,30,Jenaische Straße,,residential,,"LINESTRING (11.602824 50.8948518, 11.6029155 50.8947449, 11.6032609 50.8944146, 11.6036875 50.8939642, 11.603752 50.8939178, 11.6038388 50.8938421, 11.6041764 50.8934501, 11.6042009 50.8934216)",,23472231,,,
35304375,35304755,True,,,1054.235,"['50', '70']",Stadtrodaer Straße,"['2', '3']",primary,,"LINESTRING (11.6018243 50.8956881, 11.6019783 50.8945908, 11.601991 50.894416, 11.6021022 50.8936648, 11.6022078 50.8929518, 11.6022223 50.8929051, 11.6023357 50.89263, 11.6024061 50.8924863, 11.6025401 50.8923038, 11.6027158 50.8920799, 11.6030025 50.8917557, 11.6033058 50.8914898, 11.6038245 50.8911361, 11.6042761 50.8908669, 11.6053777 50.8902342, 11.6064834 50.8896065, 11.6076362 50.8889514, 11.608609 50.8883929, 11.6092383 50.8880248)",,"[314839921, 986527794, 330129122, 360547006]",,B 88,
35304395,275035480,False,yes,,48.092,30,Friedrich-Engels-Straße,2,primary,,,,163557917,,,
35304395,271246683,False,,,44.239000000000004,30,Hügelstraße,,residential,,"LINESTRING (11.5949014 50.9232476, 11.5948976 50.9233391, 11.5948931 50.9236454)",,25223509,,,
35304395,275035504,False,yes,,213.73600000000002,30,Friedrich-Engels-Straße,2,primary,,"LINESTRING (11.5949014 50.9232476, 11.5958064 50.9232432, 11.5961418 50.9232497, 11.5964077 50.9232508, 11.5972405 50.9232593, 11.5974759 50.9232601, 11.5979504 50.9232569)",,163557917,,,
35304401,6421304111,False,yes,,29.108,50,Friedrich-Engels-Straße,2,primary,,,,1003282369,,,
35304401,275035577,False,,,268.978,30,Haydnstraße,,residential,,"LINESTRING (11.6004169 50.9229241, 11.6003973 50.9228528, 11.6003815 50.9228144, 11.6003149 50.9227447, 11.6002136 50.9226858, 11.6000528 50.9226392, 11.5997552 50.9226016, 11.5994936 50.9225646, 11.5991993 50.9224966, 11.5989267 50.9223903, 11.5986834 50.9222948, 11.5985791 50.9222688, 11.5984724 50.9222485, 11.5983429 50.9222411, 11.598213 50.9222411, 11.5979982 50.9222369, 11.5978834 50.9222224, 11.5977668 50.922191, 11.597645 50.9221242, 11.5975523 50.9220626, 11.5974765 50.9219857, 11.5974 50.921889, 11.5973325 50.9217906)",,25223527,,,
35304401,35304404,False,yes,,234.474,50,Friedrich-Engels-Straße,2,primary,,"LINESTRING (11.6004169 50.9229241, 11.6006727 50.9227381, 11.6009664 50.9225572, 11.6016197 50.9222652, 11.6029814 50.9217412, 11.6031249 50.921719)",,1003282369,,,
35304404,1714464859,False,,,98.69,30,Friedrich-Engels-Straße,,residential,,"LINESTRING (11.6031249 50.921719, 11.6031383 50.9216552, 11.6036852 50.921433, 11.6042122 50.9211876)",,25223529,,,
35304404,4815138337,False,yes,,80.12,50,Friedrich-Engels-Straße,2,primary,,"LINESTRING (11.6031249 50.921719, 11.6031929 50.9217174, 11.6034385 50.9217239, 11.6037439 50.9217312, 11.6038682 50.9217298, 11.6041102 50.9217317, 11.6042674 50.9217326)",,1003282369,,,
35304404,35304401,False,yes,,234.474,50,Friedrich-Engels-Straße,2,primary,,"LINESTRING (11.6031249 50.921719, 11.6029814 50.9217412, 11.6016197 50.9222652, 11.6009664 50.9225572, 11.6006727 50.9227381, 11.6004169 50.9229241)",,1003282369,,,
35304416,1279207357,True,,,26.668,30,Ziegenhainer Straße,1,residential,,"LINESTRING (11.6119229 50.9200887, 11.6120194 50.9201296, 11.6120418 50.9201413, 11.6120581 50.9201557, 11.6120712 50.92017, 11.6120782 50.9201844, 11.6120864 50.9202503, 11.6120791 50.9202828)",,"[112574504, 162657687]",,,
35304416,35304433,False,,,1072.6809999999998,30,Holzweg,,residential,,"LINESTRING (11.6119229 50.9200887, 11.6119678 50.9200493, 11.6120379 50.9200059, 11.613095 50.9197277, 11.6134031 50.9196913, 11.6141806 50.9196682, 11.6145529 50.919674, 11.6155149 50.9196313, 11.6163061 50.9196297, 11.6166631 50.9195888, 11.6172328 50.9194746, 11.6183238 50.9191493, 11.6188564 50.9190589, 11.6197145 50.9190049, 11.6198988 50.9189338, 11.6202006 50.918904, 11.6206239 50.9188506, 11.6215438 50.919038, 11.6220749 50.9191054, 11.6227078 50.9190996, 11.6228773 50.9191091, 11.6231557 50.919083, 11.6234044 50.9190851, 11.6238822 50.91905, 11.6245904 50.9189619, 11.624905 50.9189265, 11.6252752 50.918873, 11.6257221 50.9187899, 11.625946 50.9187442, 11.6261963 50.9186937, 11.626394 50.9186856, 11.6266167 50.9187003, 11.6267059 50.9186764)",,"[617828144, 35066597, 256888967]",,,
35304433,35304438,False,,,358.303,30,Holzweg,,residential,,"LINESTRING (11.6267059 50.9186764, 11.6268302 50.9186238, 11.6269765 50.9185819, 11.6271235 50.9185469, 11.6271873 50.9185382, 11.6278193 50.9184643, 11.6286637 50.9184297, 11.6297247 50.9184088, 11.6299198 50.9183932, 11.6300509 50.9183694, 11.6304075 50.9182918, 11.6309566 50.9181364, 11.6313408 50.9179872, 11.6315991 50.9179512)",,32541959,,,
35304433,35304416,False,,,1072.6809999999998,30,Holzweg,,residential,,"LINESTRING (11.6267059 50.9186764, 11.6266167 50.9187003, 11.626394 50.9186856, 11.6261963 50.9186937, 11.625946 50.9187442, 11.6257221 50.9187899, 11.6252752 50.918873, 11.624905 50.9189265, 11.6245904 50.9189619, 11.6238822 50.91905, 11.6234044 50.9190851, 11.6231557 50.919083, 11.6228773 50.9191091, 11.6227078 50.9190996, 11.6220749 50.9191054, 11.6215438 50.919038, 11.6206239 50.9188506, 11.6202006 50.918904, 11.6198988 50.9189338, 11.6197145 50.9190049, 11.6188564 50.9190589, 11.6183238 50.9191493, 11.6172328 50.9194746, 11.6166631 50.9195888, 11.6163061 50.9196297, 11.6155149 50.9196313, 11.6145529 50.919674, 11.6141806 50.9196682, 11.6134031 50.9196913, 11.613095 50.9197277, 11.6120379 50.9200059, 11.6119678 50.9200493, 11.6119229 50.9200887)",,"[617828144, 35066597, 256888967]",,,
35304433,279255766,False,,,66.41,,,,living_street,,"LINESTRING (11.6267059 50.9186764, 11.6268399 50.9187823, 11.6269398 50.9188767, 11.6269367 50.9189539, 11.6268749 50.9190329, 11.6267521 50.9191987)",,43500586,,,
35304438,35304433,False,,,358.303,30,Holzweg,,residential,,"LINESTRING (11.6315991 50.9179512, 11.6313408 50.9179872, 11.6309566 50.9181364, 11.6304075 50.9182918, 11.6300509 50.9183694, 11.6299198 50.9183932, 11.6297247 50.9184088, 11.6286637 50.9184297, 11.6278193 50.9184643, 11.6271873 50.9185382, 11.6271235 50.9185469, 11.6269765 50.9185819, 11.6268302 50.9186238, 11.6267059 50.9186764)",,32541959,,,
35304624,35304625,True,,,280.323,60,Stadtrodaer Straße,"['2', '1']",primary,,"LINESTRING (11.6105598 50.8873464, 11.6099135 50.8877769, 11.6093178 50.8881292, 11.6084714 50.8886156, 11.6076641 50.8890822)",,"[674050361, 245551203, 37921446]",,B 88,
35304625,35304629,True,,,663.9849999999999,50,Stadtrodaer Straße,"['2', '3']",primary,,"LINESTRING (11.6076641 50.8890822, 11.6073883 50.8892434, 11.606487 50.889751, 11.6062123 50.8899047, 11.6043458 50.8909724, 11.6039224 50.8912225, 11.6036052 50.8914345, 11.6033874 50.8915997, 11.6030993 50.891855, 11.6029652 50.8920002, 11.6028499 50.8921439, 11.6027231 50.8923013, 11.6026079 50.8924602, 11.6024947 50.8926682, 11.6023977 50.8928864, 11.6023824 50.8929292, 11.6023589 50.8929947, 11.6023115 50.8931535, 11.6022613 50.8933511, 11.6022301 50.8935301, 11.6022141 50.8937154)",,"[319330658, 245551205, 35150121, 760435347, 674050362, 674050363]",,B 88,
35304629,35304363,True,,,133.80700000000002,50,,1,primary_link,,"LINESTRING (11.6022141 50.8937154, 11.6023071 50.8939267, 11.6023707 50.8940773, 11.6024298 50.8942221, 11.6025181 50.8944183, 11.6026602 50.8946382, 11.602824 50.8948518)",,172233365,,,
35304629,35304634,True,,,286.709,"['50', '70']",Stadtrodaer Straße,2,primary,,"LINESTRING (11.6022141 50.8937154, 11.6022021 50.8940199, 11.6020565 50.8953318, 11.6019286 50.895997, 11.6018433 50.8962806)",,"[199656324, 245551204]",,B 88,
35304634,271246227,True,,,753.8860000000001,70,Stadtrodaer Straße,"['2', '3']",primary,,"LINESTRING (11.6018433 50.8962806, 11.6017329 50.8965926, 11.6015785 50.8969686, 11.6014272 50.8973491, 11.6008714 50.8984223, 11.6002901 50.899511, 11.5998419 50.9003478, 11.5996573 50.900659, 11.5993681 50.9010831, 11.5991024 50.9014118, 11.5987923 50.9017362, 11.5986267 50.9018925, 11.598443 50.9020483, 11.5982949 50.9021704, 11.5980051 50.9024046, 11.5979766 50.9024255, 11.5978487 50.9025093)",,"[313579744, 321056462, 233388166, 313579743]",,B 88,
35304702,331343918,True,,,157.988,30,Löbdergraben,2,secondary,,"LINESTRING (11.5904681 50.926975, 11.5904635 50.9270958, 11.5904945 50.9273752, 11.5905564 50.927722, 11.5906113 50.9280039, 11.590615 50.9280349, 11.5906703 50.928389)",,27532108,,,
35304702,35304709,False,,,12.523,,Löbdergraben,2,tertiary,,"LINESTRING (11.5904681 50.926975, 11.5903817 50.9269726, 11.5902895 50.9269721)",,"[256888973, 35067183]",,,
35304709,292104893,True,,,118.631,50,Fischergasse,"['2', '3']",secondary,,"LINESTRING (11.5902895 50.9269721, 11.5902918 50.9268299, 11.5902988 50.9267845, 11.5903494 50.9265652, 11.5904331 50.9261014, 11.5904647 50.9259118)",,"[26456530, 371729339, 234316635]",,,
35304709,35304702,False,,,12.523,,Löbdergraben,2,tertiary,,"LINESTRING (11.5902895 50.9269721, 11.5903817 50.9269726, 11.5904681 50.926975)",,"[256888973, 35067183]",,,
35304709,258123345,False,,,68.28,50,Löbdergraben,"['2', '3']",tertiary,,"LINESTRING (11.5902895 50.9269721, 11.590178 50.9269689, 11.5900529 50.926967, 11.5894907 50.9269775, 11.5893159 50.926983)",,"[46762713, 371699091]",,,
35304755,1712854027,True,,,135.066,50,,1,primary_link,,"LINESTRING (11.6092383 50.8880248, 11.6094425 50.8878088, 11.6095169 50.8877219, 11.6095733 50.8876426, 11.6096033 50.8875472, 11.6096252 50.8874611, 11.6096152 50.887369, 11.6095819 50.8872735, 11.609503 50.8871583, 11.6093103 50.8869089)",,159190129,,,
35304755,35304757,True,,,178.18200000000002,50,Stadtrodaer Straße,"['2', '3']",primary,,"LINESTRING (11.6092383 50.8880248, 11.6095215 50.8878621, 11.6097687 50.8877121, 11.6101944 50.8874428, 11.610564 50.8871791, 11.6109854 50.8868642)",,"[330129124, 330129125]",,B 88,
35304757,1712854004,True,,,236.719,50,,1,primary_link,,"LINESTRING (11.6109854 50.8868642, 11.6111082 50.8866623, 11.6111289 50.8865985, 11.6111355 50.8865281, 11.6111274 50.8864664, 11.6110759 50.8863268, 11.611013 50.8862446, 11.610911 50.8861544, 11.6107813 50.88609, 11.6105646 50.8860211, 11.6103179 50.8860061, 11.6101244 50.8860209, 11.6099688 50.8860691, 11.6098155 50.8861352, 11.6097243 50.8862036, 11.6096468 50.8862963, 11.6096208 50.8864034, 11.6096124 50.8865025, 11.6096241 50.8867072)",,159190132,,,
35304757,331125938,True,,,253.62099999999998,50,Stadtrodaer Straße,2,primary,,"LINESTRING (11.6109854 50.8868642, 11.6111876 50.8866956, 11.6117086 50.8862732, 11.6119054 50.8861137, 11.6119379 50.8860874, 11.6125825 50.8855729, 11.6131935 50.8850583)",,674050360,,B 88,
35304767,35304634,True,,,110.33500000000001,50,,1,primary_link,,"LINESTRING (11.6029132 50.8957421, 11.602728 50.89572, 11.6026 50.89571, 11.602442 50.89573, 11.6023 50.89577, 11.6022186 50.8958162, 11.6021476 50.8958741, 11.6020518 50.89598, 11.6018433 50.8962806)",,10369759,,,
35304837,35305560,True,,,283.288,60,"['Karl-Marx-Allee', 'Erlanger Allee']","['2', '1']",secondary,,"LINESTRING (11.6117743 50.8883464, 11.6114794 50.8882483, 11.611092 50.8880588, 11.6107617 50.8878976, 11.6103356 50.8876504, 11.6101985 50.8875521, 11.6101054 50.8874592, 11.6099337 50.887286, 11.6097928 50.8870997, 11.6095253 50.8867336, 11.6093026 50.8864187)",,"[51094776, 159190105, 159190110, 317197383]",yes,,
35304845,35304855,False,,,6.994,,Theobald-Renner-Straße,,residential,,,,24824279,,,
35304845,1712853801,True,,,235.976,50,Karl-Marx-Allee,"['2', '1']",unclassified,,"LINESTRING (11.6084591 50.8851549, 11.6082461 50.8850317, 11.6079732 50.884887, 11.6075257 50.8846821, 11.6075099 50.8846749, 11.6073215 50.8845723, 11.6070682 50.8844368, 11.6063679 50.8841188, 11.6061921 50.8840364, 11.6059327 50.8839047, 11.6058272 50.8838373)",,"[314767905, 314767908, 314767912, 314767896, 314767902]",,,
35304845,1968653730,False,,,135.793,30,Theobald-Renner-Straße,3,residential,,"LINESTRING (11.6084591 50.8851549, 11.608364 50.8852012, 11.6083166 50.8852243, 11.6082512 50.88526, 11.6082154 50.8852821, 11.6078704 50.8855776, 11.6076671 50.885764, 11.6075697 50.8858509, 11.6073698 50.886029, 11.6072749 50.8861135)",,"[314767915, 314767916]",,,
35304855,35304845,False,,,6.994,,Theobald-Renner-Straße,,residential,,,,24824279,,,
35304855,1864236981,False,,,131.298,30,Matthias-Domaschk-Straße,3,residential,,"LINESTRING (11.6085403 50.8851184, 11.6087092 50.8850407, 11.6087492 50.8850061, 11.6092075 50.8846098, 11.6095783 50.8842729, 11.6096739 50.8841865)",,"[314767913, 24564939]",,,
35304855,1712853869,True,,,72.63,50,Karl-Marx-Allee,2,unclassified,,"LINESTRING (11.6085403 50.8851184, 11.6087797 50.8852929, 11.6089879 50.8855082, 11.6091024 50.8856623)",,314767909,,,
35304870,266868096,False,,,42.037000000000006,,Salvador-Allende-Platz,3,residential,,"LINESTRING (11.6199823 50.8836288, 11.6198111 50.883551, 11.6197753 50.8835333, 11.6195053 50.8834001)",,24543950,,,
35304870,35304875,True,,,295.557,50,Erlanger Allee,"['2', '3']",secondary,,"LINESTRING (11.6199823 50.8836288, 11.620181 50.8834739, 11.6202697 50.8834047, 11.6205041 50.883222, 11.6211831 50.8828249, 11.6216724 50.8825951, 11.6226394 50.8822677, 11.6231238 50.8821521, 11.6231586 50.8821455, 11.6233449 50.8821071)",,"[249515768, 314767888, 265632294]",,,
35304875,262021119,False,,,19.528,50,"['Drackendorfer Straße', 'Richard-Sorge-Straße']",3,residential,,"LINESTRING (11.6233449 50.8821071, 11.6233732 50.8821714, 11.6233892 50.882206, 11.6234206 50.8822761)",,"[246338352, 24196333]",,,
35304875,268919371,False,,,56.525000000000006,50,Richard-Sorge-Straße,3,residential,,"LINESTRING (11.6233449 50.8821071, 11.6233028 50.8820041, 11.6232956 50.8819797, 11.6232444 50.8818063, 11.6231777 50.88161)",,"[24543949, 288126948, 288126949]",,,
